Brand,model,kmDriven,Transmission,Owner,FuelType,Car_Age
Porsche,Cayenne Coupe,19000.0,Automatic,second,Petrol,5
Renault,KWID,60000.0,Manual,second,hybrid,9
Toyota,Innova Crysta,70000.0,Manual,second,Diesel,8
Maruti Suzuki,Swift-Dzire,124000.0,Manual,second,Diesel,9
Mahindra,XUV500,115000.0,Manual,second,Diesel,10
Fiat,Linea,112000.0,Manual,second,Diesel,16
Maruti Suzuki,Alto-800,72531.0,Manual,first,Petrol,8
Mercedes-Benz,C-Class,124000.0,Automatic,second,Diesel,13
Maruti Suzuki,Alto-800,88600.0,Automatic,second,Petrol,12
Maruti Suzuki,Wagon-R,75000.0,Manual,second,hybrid,16
Maruti Suzuki,Eeco,133000.0,Automatic,first,hybrid,7
Maruti Suzuki,Alto-K10,75000.0,Automatic,second,Hybrid/CNG,10
Maruti Suzuki,A-Star,26263.0,Automatic,first,Petrol,13
Hyundai,Creta,120000.0,Automatic,second,Diesel,9
Volkswagen,VentoTest,75475.0,Automatic,first,Petrol,10
Honda,Amaze,40000.0,Manual,second,Petrol,12
Hyundai,Creta,4800.0,Automatic,second,Diesel,3
Toyota,Innova Crysta,152852.0,Manual,second,Diesel,10
Honda,Brio,64000.0,Manual,second,Hybrid/CNG,10
Maruti Suzuki,Swift,59000.0,Automatic,first,Hybrid/CNG,5
Maruti Suzuki,Ertiga,86000.0,Automatic,second,hybrid,5
Hyundai,i20,72386.0,Manual,second,Petrol,17
Ford,Ecosport,55000.0,Manual,first,Diesel,8
Tata,Tiago,42000.0,Automatic,first,hybrid,8
Volkswagen,Polo,54000.0,Manual,first,Petrol,8
Hyundai,Alcazar,15000.0,Automatic,first,Petrol,9
Maruti Suzuki,Sx4,74000.0,Manual,second,Petrol,16
Audi,A6,71000.0,Automatic,second,Diesel,12
Volkswagen,Polo,78000.0,Automatic,second,Petrol,8
Honda,Jazz,56000.0,Automatic,first,hybrid,7
Maruti Suzuki,Wagon-R,10000.0,Automatic,second,hybrid,14
Toyota,Fortuner,56000.0,Automatic,second,Diesel,6
Toyota,Innova,114918.0,Manual,first,Diesel,13
Maruti Suzuki,Estilo,85000.0,Automatic,second,Hybrid/CNG,14
Maruti Suzuki,Swift-Dzire-Tour,300000.0,Manual,first,hybrid,7
Maruti Suzuki,Celerio,70000.0,Manual,second,Hybrid/CNG,8
Maruti Suzuki,Ciaz,230.0,Manual,first,Diesel,10
Maruti Suzuki,Swift-Dzire-Tour,92000.0,Manual,first,Hybrid/CNG,5
Maruti Suzuki,Ertiga,99000.0,Manual,first,Diesel,13
Maruti Suzuki,Wagon-R,70050.0,Automatic,first,hybrid,11
Maruti Suzuki,Wagon-R,107000.0,Manual,second,hybrid,10
Mercedes-Benz,B Class,78000.0,Automatic,second,Diesel,12
Ford,Ecosport,57000.0,Automatic,second,Petrol,11
Mahindra,Thar,66000.0,Manual,first,Diesel,5
Renault,Duster,65000.0,Manual,second,Diesel,13
Mercedes-Benz,GLS,51111.0,Automatic,second,Diesel,6
Skoda,Laura,153226.0,Automatic,second,Diesel,15
BMW,3 Series,75000.0,Automatic,second,Petrol,8
Maruti Suzuki,Celerio,111000.0,Automatic,first,Hybrid/CNG,7
Mahindra,XUV500,90000.0,Manual,second,Diesel,8
Maruti Suzuki,Alto,85000.0,Manual,second,Hybrid/CNG,17
Maruti Suzuki,Ciaz,79000.0,Automatic,second,Petrol,9
Maruti Suzuki,Brezza,47000.0,Manual,first,Petrol,6
Mahindra,XUV 300,79000.0,Manual,second,Diesel,6
Maruti Suzuki,Celerio,85000.0,Manual,second,Hybrid/CNG,7
Hyundai,Elite i20,63512.0,Manual,first,Petrol,8
Maruti Suzuki,maruti-suzuki-dzire,121000.0,Automatic,first,Diesel,9
Maruti Suzuki,Sx4,68538.0,Manual,second,hybrid,15
Maruti Suzuki,Swift-Dzire,81000.0,Manual,first,Petrol,5
Maruti Suzuki,Swift-Dzire,71500.0,Manual,second,Diesel,12
Ford,Endeavour,85000.0,Automatic,first,Diesel,6
Hyundai,Grand i10,65000.0,Manual,second,Petrol,8
Hyundai,Elantra,71380.0,Automatic,second,Petrol,14
Mahindra,Bolero Power Plus,100000.0,Automatic,second,Diesel,11
Maruti Suzuki,Ciaz,75200.0,Manual,second,Hybrid/CNG,8
Honda,WRV,29000.0,Manual,first,Petrol,4
Mahindra,TUV,70000.0,Manual,second,Diesel,10
Maruti Suzuki,Wagon-R,70000.0,Automatic,second,hybrid,10
Maruti Suzuki,Wagon R 1.0,71000.0,Manual,second,hybrid,11
Maruti Suzuki,Baleno,82500.0,Automatic,second,Petrol,7
Maruti Suzuki,Ertiga,25.0,Automatic,second,Hybrid/CNG,10
Hyundai,Verna,65000.0,Manual,second,Petrol,5
Maruti Suzuki,Celerio,20000.0,Automatic,first,Petrol,9
MG,Hector Plus,81600.0,Automatic,first,Petrol,6
Honda,Mobilio,48000.0,Manual,second,Petrol,12
Skoda,Superb,29309.0,Automatic,second,Petrol,16
Volkswagen,Polo,65000.0,Manual,second,Diesel,15
Mini,Cooper S,42000.0,Automatic,second,Petrol,9
Toyota,Innova Crysta,77000.0,Automatic,first,Diesel,8
Tata,Altroz,12600.0,Manual,first,Petrol,6
Renault,KWID,52000.0,Automatic,first,Hybrid/CNG,6
Maruti Suzuki,Celerio,37000.0,Automatic,second,Petrol,8
Toyota,Innova,130000.0,Manual,first,Diesel,12
Nissan,PATROL,54000.0,Manual,second,Hybrid/CNG,8
Renault,KWID,36000.0,Manual,second,Petrol,7
Maruti Suzuki,Swift-Dzire,156300.0,Manual,second,Petrol,14
Honda,City,95000.0,Automatic,first,hybrid,8
Mercedes-Benz,GLS,60000.0,Automatic,first,Diesel,6
Renault,KWID,50000.0,Automatic,first,Petrol,8
Hyundai,Creta,90000.0,Manual,first,Diesel,7
Maruti Suzuki,Swift,113000.0,Manual,second,Diesel,15
Jeep,Compass,113000.0,Automatic,first,Diesel,7
Maruti Suzuki,Ertiga,88392.0,Manual,second,Hybrid/CNG,4
Mahindra,XUV700,52000.0,Manual,first,Petrol,5
Volkswagen,Polo,35000.0,Automatic,first,Petrol,6
Skoda,Laura,71225.0,Manual,second,Petrol,15
Maruti Suzuki,Celerio,710000.0,Automatic,first,Petrol,9
Hyundai,Verna,39000.0,Automatic,first,Hybrid/CNG,7
Tata,Nexon,26085.0,Automatic,first,Petrol,5
Honda,WR-V,43258.0,Manual,first,Diesel,8
Maruti Suzuki,Wagon-R-1-0,78000.0,Manual,second,Petrol,14
Honda,Amaze,62000.0,Manual,first,hybrid,7
Renault,Duster,57990.0,Automatic,first,Diesel,9
Hyundai,Aura,66000.0,Manual,first,hybrid,6
Maruti Suzuki,Swift-Dzire,70000.0,Manual,second,hybrid,11
Volkswagen,Ameo,92000.0,Automatic,second,Diesel,7
Maruti Suzuki,Ertiga,78231.0,Manual,first,hybrid,8
Maruti Suzuki,Baleno,76391.0,Manual,first,hybrid,9
Maruti Suzuki,Swift-Dzire,79000.0,Automatic,first,Petrol,9
Audi,A6,80000.0,Automatic,first,Diesel,14
Maruti Suzuki,S-Presso,7253.0,Manual,first,Petrol,4
Tata,Tiago,10500.0,Automatic,first,hybrid,2
Jaguar,XF,33387.0,Automatic,first,Diesel,9
Maruti Suzuki,Celerio,65630.0,Automatic,first,Hybrid/CNG,8
Maruti Suzuki,Swift-Dzire,50000.0,Manual,first,Petrol,7
Hyundai,i20,70000.0,Manual,second,Petrol,13
Maruti Suzuki,Swift-Dzire,54000.0,Manual,second,Petrol,11
Maruti Suzuki,maruti-suzuki-dzire,51000.0,Manual,first,Hybrid/CNG,5
Maruti Suzuki,Eeco,8500.0,Manual,second,Petrol,4
Maruti Suzuki,Alto-K10,68000.0,Manual,second,hybrid,11
Toyota,Innova Hycross,18000.0,Automatic,first,Hybrid/CNG,2
Skoda,Octavia,116850.0,Automatic,second,Diesel,10
Ford,Ecosport,55000.0,Manual,first,Petrol,11
Renault,Duster,104000.0,Manual,first,Diesel,13
MG,Hector,23000.0,Automatic,first,Petrol,7
Maruti Suzuki,Eeco,39000.0,Automatic,second,hybrid,6
Hyundai,Elantra,67000.0,Automatic,first,Petrol,13
Audi,A4,85000.0,Automatic,second,Diesel,14
Mahindra,KUV100 NXT,35000.0,Manual,first,Hybrid/CNG,10
Maruti Suzuki,Vitara-Brezza,996.0,Manual,first,Hybrid/CNG,2
Tata,Zest,98000.0,Manual,first,Petrol,10
Chevrolet,Beat,76000.0,Manual,second,Diesel,14
Ford,Ecosport,91000.0,Automatic,first,Petrol,10
Maruti Suzuki,Ciaz,75000.0,Automatic,second,hybrid,9
Hyundai,i10,64000.0,Manual,first,Petrol,16
Honda,City,52000.0,Manual,second,Petrol,11
Audi,A6,51000.0,Automatic,second,Petrol,15
Ford,Figo,108000.0,Manual,second,Diesel,13
Maruti Suzuki,S-Presso,14000.0,Automatic,first,Petrol,5
Hyundai,Creta,120000.0,Manual,first,Hybrid/CNG,8
Hyundai,i20 Active,97400.0,Manual,second,Petrol,10
Honda,City,77000.0,Automatic,second,Hybrid/CNG,17
Ford,Endeavour,62000.0,Automatic,first,Diesel,7
Tata,Nano,36000.0,Manual,first,Petrol,10
Tata,Harrier,12000.0,Automatic,first,Diesel,6
Maruti Suzuki,Ertiga,27000.0,Manual,first,hybrid,4
Maruti Suzuki,Wagon-R,0.0,Manual,first,hybrid,5
Hyundai,i20,8500.0,Automatic,first,Petrol,4
Audi,A4,44699.0,Automatic,second,Diesel,13
Maruti Suzuki,Ritz,59000.0,Manual,first,Petrol,11
Hyundai,Grand i10 Nios,7000.0,Automatic,first,Petrol,6
Maruti Suzuki,Baleno,23000.0,Manual,first,Petrol,4
Maruti Suzuki,Eeco,110000.0,Automatic,second,hybrid,7
Skoda,Rapid,71000.0,Automatic,second,Petrol,11
Hyundai,Accent,78000.0,Manual,second,hybrid,15
BMW,5 Series,69000.0,Automatic,second,Diesel,13
Tata,Harrier,49900.0,Automatic,second,Diesel,5
Mercedes-Benz,C-Class,60000.0,Automatic,first,Diesel,9
Maruti Suzuki,maruti-suzuki-brezza,78000.0,Manual,second,Diesel,9
Mahindra,XUV500,27000.0,Manual,first,Diesel,9
Maruti Suzuki,Baleno,62000.0,Automatic,second,Petrol,10
Maruti Suzuki,Ertiga,53000.0,Manual,first,Hybrid/CNG,4
Mercedes-Benz,C-Class,66500.0,Automatic,second,Petrol,16
Mercedes-Benz,S-Class,49000.0,Automatic,second,Petrol,13
Maruti Suzuki,800,,Automatic,second,Petrol,22
Hyundai,Venue,27000.0,Manual,second,Petrol,7
BMW,3 Series,39000.0,Automatic,second,Diesel,15
Chevrolet,Spark,99999.0,Automatic,second,Petrol,17
Kia,Carens,10000.0,Manual,first,Petrol,3
Maruti Suzuki,A-Star,78000.0,Manual,second,Petrol,16
Honda,City,80000.0,Manual,second,hybrid,16
Maruti Suzuki,Wagon-R,150000.0,Manual,second,Petrol,17
Honda,Jazz,62000.0,Automatic,first,Petrol,8
Hyundai,Grand i10 Prime,30.0,Automatic,second,Hybrid/CNG,11
Maruti Suzuki,Baleno,75000.0,Manual,first,Petrol,5
Maruti Suzuki,Ertiga,83000.0,Manual,second,Diesel,13
Volvo,XC 90,102000.0,Automatic,first,Diesel,10
Hyundai,Eon,55000.0,Manual,second,Petrol,10
MG,Hector,17000.0,Automatic,first,Petrol,3
Renault,KWID,17500.0,Automatic,first,Petrol,4
Mahindra,Bolero,37180.0,Manual,second,Diesel,10
Maruti Suzuki,Ertiga,82000.0,Manual,second,hybrid,13
Skoda,Kushaq,15000.0,Automatic,first,Petrol,3
Ford,Fiesta,80000.0,Manual,second,Hybrid/CNG,20
Toyota,Innova,250000.0,Manual,second,Diesel,12
Hyundai,Alcazar,4700.0,Manual,first,Diesel,2
Hyundai,i20,11300.0,Automatic,first,Petrol,3
Maruti Suzuki,Wagon R 1.0,33000.0,Manual,first,hybrid,7
Maruti Suzuki,Wagon-R-1-0,52000.0,Manual,first,Petrol,21
Hyundai,Elite i20,56000.0,Automatic,first,Hybrid/CNG,7
Maruti Suzuki,Eeco,116050.0,Automatic,second,hybrid,12
Hyundai,Grand i10,52000.0,Manual,first,Hybrid/CNG,9
Maruti Suzuki,Alto-K10,71051.0,Manual,first,Petrol,11
Honda,Brio,65000.0,Manual,second,Hybrid/CNG,10
Toyota,Corolla Altis,78000.0,Automatic,second,Hybrid/CNG,12
Maruti Suzuki,Alto-800,84000.0,Manual,first,Petrol,6
Hyundai,i10,102000.0,Manual,second,Petrol,14
Ford,Ecosport,77000.0,Manual,first,Petrol,8
Hyundai,Creta,38000.0,Manual,first,Diesel,5
Skoda,Slavia,19500.0,Manual,first,Petrol,4
Hyundai,Tucson,72400.0,Automatic,second,Diesel,9
Chevrolet,Trailblazer,116000.0,Manual,second,Diesel,11
Toyota,Fortuner,144000.0,Manual,first,Diesel,12
Honda,City,55000.0,Manual,first,hybrid,15
Hyundai,Santro,75000.0,Manual,second,Petrol,19
Maruti Suzuki,Alto-800,78000.0,Manual,second,Petrol,8
Mahindra,XUV500,92000.0,Manual,second,Diesel,11
Mahindra,XUV500,56000.0,Manual,second,Diesel,10
Ford,Figo,64000.0,Manual,first,Diesel,13
Hyundai,i20,110000.0,Manual,second,Petrol,14
Maruti Suzuki,Ertiga,48000.0,Manual,first,Hybrid/CNG,11
Opel,Corsa,45000.0,Manual,second,Petrol,24
Honda,Brio,50000.0,Automatic,second,Petrol,9
Honda,Amaze,63000.0,Manual,second,Diesel,10
Maruti Suzuki,Omni,57000.0,Manual,second,Petrol,15
Maruti Suzuki,Baleno,47500.0,Automatic,second,Petrol,8
Hyundai,Grand i10,75000.0,Manual,second,Diesel,12
Toyota,Urban Cruiser Hyryder,8000.0,Automatic,first,Petrol,3
Volkswagen,VentoTest,58082.0,Automatic,first,Petrol,7
Hyundai,Tucson,81000.0,Automatic,first,Diesel,8
Chevrolet,Optra Magnum,70000.0,Manual,second,Hybrid/CNG,15
Toyota,Innova,125000.0,Manual,second,Diesel,11
Hyundai,Creta,62000.0,Manual,first,Diesel,6
Maruti Suzuki,Vitara-Brezza,50000.0,Manual,first,Diesel,9
Mahindra,Bolero,120000.0,Manual,first,Diesel,6
Mahindra,Scorpio Classic,64000.0,Manual,second,Diesel,5
Toyota,Innova Crysta,68000.0,Automatic,second,Diesel,9
Honda,WRV,41000.0,Manual,first,Diesel,9
Mahindra,Xylo,78000.0,Manual,second,Diesel,11
Honda,City,80000.0,Manual,second,Petrol,14
Mahindra,Scorpio,81000.0,Manual,first,Diesel,11
Maruti Suzuki,Wagon-R,25000.0,Automatic,second,Hybrid/CNG,9
Maruti Suzuki,Eeco,25000.0,Automatic,first,hybrid,2
Maruti Suzuki,Ciaz,42000.0,Manual,second,Hybrid/CNG,10
Maruti Suzuki,Swift-Dzire,133641.0,Manual,first,Diesel,9
Hyundai,Elantra,68000.0,Automatic,first,Diesel,8
Hyundai,i10,81000.0,Manual,second,hybrid,11
Mahindra,Scorpio Classic,20500.0,Manual,second,Diesel,3
Maruti Suzuki,Vitara-Brezza,69000.0,Automatic,first,Diesel,8
Hyundai,Santro Xing,89127.0,Manual,second,Hybrid/CNG,18
Hyundai,Creta,70000.0,Manual,second,Petrol,9
Maruti Suzuki,Alto,77000.0,Manual,second,Petrol,17
Hyundai,Creta,50000.0,Manual,second,Petrol,8
Honda,Amaze,65000.0,Manual,second,Hybrid/CNG,9
Maruti Suzuki,Eeco,64236.0,Manual,second,hybrid,10
Toyota,Innova,250000.0,Manual,first,Diesel,15
Hyundai,i20,55000.0,Manual,first,Hybrid/CNG,7
Hyundai,i10,60000.0,Automatic,second,Petrol,16
Maruti Suzuki,Ertiga,98000.0,Automatic,second,Diesel,11
Kia,Seltos,62000.0,Manual,first,Petrol,4
Maruti Suzuki,Wagon-R,,Automatic,first,Hybrid/CNG,16
BMW,5 Series,94000.0,Automatic,second,Diesel,12
Toyota,Fortuner,129000.0,Automatic,second,Diesel,12
Maruti Suzuki,Eeco,52000.0,Manual,second,Petrol,5
Audi,A4,29000.0,Automatic,first,Diesel,9
Renault,KWID,94000.0,Automatic,first,Petrol,8
Tata,Indica Ev2,60000.0,Manual,second,Diesel,10
Renault,Triber,36250.0,Manual,first,Petrol,5
Mahindra,Bolero,53000.0,Manual,first,Diesel,6
Maruti Suzuki,Jimny,500.0,Manual,second,Diesel,3
Maruti Suzuki,Baleno,62800.0,Automatic,second,Petrol,10
Hyundai,Xcent Prime,180000.0,Manual,first,Hybrid/CNG,8
Ford,Endeavour,62000.0,Automatic,second,Diesel,8
Chevrolet,Cruze,65000.0,Automatic,second,Diesel,10
Maruti Suzuki,Alto-800,34000.0,Manual,first,Petrol,4
Tata,Indica Ev2,165000.0,Automatic,first,Diesel,8
Honda,Amaze,52000.0,Automatic,second,Hybrid/CNG,8
Maruti Suzuki,Swift-Dzire,88000.0,Manual,second,Hybrid/CNG,9
Toyota,Qualis,136000.0,Manual,second,Diesel,25
Hyundai,i20,82000.0,Manual,first,Petrol,15
Mercedes-Benz,GLE Class,106207.0,Automatic,first,Diesel,9
Jaguar,XF,68000.0,Automatic,first,Diesel,10
Tata,Bolt,48000.0,Automatic,second,Petrol,9
Honda,Jazz,90500.0,Manual,second,Diesel,10
Maruti Suzuki,Ertiga,16461.0,Manual,first,hybrid,5
Maruti Suzuki,Celerio,79000.0,Manual,second,Petrol,12
Mahindra,Bolero Neo Plus,,Automatic,first,Diesel,11
Maruti Suzuki,Ritz,85000.0,Manual,second,Hybrid/CNG,16
Hyundai,Creta,16000.0,Manual,first,Petrol,4
Maruti Suzuki,Celerio,80000.0,Automatic,first,Petrol,8
Hyundai,Creta,106000.0,Automatic,second,Diesel,10
Hyundai,Verna,67000.0,Manual,first,hybrid,8
Hyundai,Venue,50000.0,Manual,first,Diesel,7
Hyundai,Creta,76000.0,Automatic,first,Petrol,9
Maruti Suzuki,Eeco,99000.0,Manual,first,Hybrid/CNG,7
Tata,Tiago,52000.0,Automatic,second,Petrol,9
Maruti Suzuki,Wagon-R,52000.0,Manual,first,hybrid,4
Hyundai,Aura,68000.0,Manual,first,Hybrid/CNG,5
Maruti Suzuki,Baleno,28303.0,Manual,first,Petrol,7
Hyundai,Verna,39500.0,Automatic,second,Hybrid/CNG,7
Toyota,Innova Crysta,145000.0,Automatic,first,Diesel,10
Hyundai,i20,78000.0,Manual,second,Diesel,9
Volkswagen,Polo,82864.0,Manual,second,Diesel,12
Audi,A6,65000.0,Automatic,second,Diesel,12
BMW,X1,110000.0,Automatic,second,Diesel,15
Maruti Suzuki,Wagon-R,66000.0,Automatic,first,hybrid,5
Toyota,Fortuner,55000.0,Automatic,first,Diesel,5
Maruti Suzuki,Swift-Dzire,91000.0,Manual,second,hybrid,12
Jeep,Compass,78600.0,Manual,first,Diesel,9
Hyundai,Venue,6000.0,Manual,first,Petrol,4
Hyundai,Verna,107000.0,Manual,second,Diesel,7
Toyota,Fortuner,14300.0,Automatic,first,Diesel,4
Mahindra,Thar,15000.0,Automatic,first,Petrol,3
Toyota,Fortuner,52000.0,Automatic,first,Diesel,9
Maruti Suzuki,Wagon R,43058.0,Manual,first,Petrol,17
Audi,A6,42000.0,Automatic,first,Petrol,10
Datsun,Redi Go,15698.0,Automatic,second,Petrol,7
Maruti Suzuki,Ertiga,40000.0,Manual,first,hybrid,5
Mini,Cooper Countryman,72000.0,Automatic,second,Petrol,11
Maruti Suzuki,Vitara-Brezza,84500.0,Manual,first,Diesel,10
Toyota,Corolla Altis,57000.0,Manual,first,Petrol,11
Renault,Duster,138624.0,Manual,first,Diesel,11
BMW,3 Series GT,60000.0,Automatic,second,Diesel,10
Kia,Sonet,79000.0,Automatic,first,Diesel,6
Maruti Suzuki,Fronx ,10700.0,Manual,first,Hybrid/CNG,2
Mahindra,Scorpio N,21000.0,Automatic,first,Petrol,4
Hyundai,Grand i10,39000.0,Automatic,first,Petrol,10
Hyundai,Verna,75000.0,Automatic,second,Hybrid/CNG,13
Hyundai,Verna,44500.0,Automatic,second,Petrol,8
BMW,3 Series GT,70000.0,Automatic,first,Diesel,8
Honda,Amaze,27000.0,Manual,first,Petrol,4
Tata,Tiago,71352.0,Manual,second,Petrol,9
Mini,Cooper Convertible,28000.0,Automatic,second,Petrol,14
Maruti Suzuki,maruti-suzuki-dzire,43000.0,Automatic,second,Petrol,8
Audi,A3,44000.0,Automatic,first,Diesel,11
Maruti Suzuki,Ertiga,92000.0,Manual,first,Diesel,9
Maruti Suzuki,Ciaz,61000.0,Automatic,second,Hybrid/CNG,11
Tata,Tiago,11000.0,Automatic,first,Petrol,4
Honda,Amaze,21000.0,Manual,first,Petrol,10
Mercedes-Benz,E-Class,77000.0,Automatic,second,Petrol,15
Maruti Suzuki,Eeco,75000.0,Manual,second,Hybrid/CNG,6
Hyundai,i10,59000.0,Automatic,first,Petrol,15
Hyundai,i10,56000.0,Manual,second,Petrol,13
Audi,A4,78649.0,Automatic,second,Diesel,13
Skoda,Rapid,137000.0,Automatic,second,Hybrid/CNG,14
Maruti Suzuki,Celerio,72000.0,Manual,first,Hybrid/CNG,6
Chevrolet,Beat,99000.0,Manual,second,Diesel,14
Honda,City,41000.0,Automatic,second,Petrol,11
Ford,Figo Aspire,65000.0,Automatic,first,Petrol,10
Skoda,Kushaq,30000.0,Automatic,first,Petrol,4
BMW,5 Series,88000.0,Automatic,second,Diesel,8
Maruti Suzuki,Ertiga,56000.0,Automatic,first,hybrid,6
Renault,KWID,38000.0,Automatic,second,Petrol,8
Mahindra,XUV500,116000.0,Manual,first,Diesel,5
Hyundai,Alcazar,13000.0,Automatic,first,Petrol,3
Hyundai,Elite i20,56249.0,Manual,second,Petrol,6
Ford,Ecosport,70400.0,Manual,second,Diesel,13
Honda,City,75000.0,Automatic,second,Petrol,11
Hyundai,Grand i10,53000.0,Automatic,first,Hybrid/CNG,11
Maruti Suzuki,Wagon-R,42000.0,Manual,second,Petrol,18
Maruti Suzuki,Wagon-R,32.0,Automatic,second,hybrid,11
Maruti Suzuki,Alto-800,59000.0,Manual,first,hybrid,8
Maruti Suzuki,Wagon-R,51000.0,Manual,second,Hybrid/CNG,8
Tata,Tigor,79000.0,Manual,first,Petrol,9
Kia,Seltos,27300.0,Automatic,second,Petrol,4
Renault,Triber,81525.0,Manual,first,Petrol,4
Maruti Suzuki,Swift-Dzire,91000.0,Manual,first,hybrid,4
Hyundai,Grand i10,50000.0,Automatic,second,Petrol,8
Hyundai,i20,19000.0,Automatic,first,hybrid,7
Maruti Suzuki,Eeco,82000.0,Automatic,first,hybrid,7
Hyundai,Creta,66000.0,Automatic,second,Petrol,8
Maruti Suzuki,Eeco,1300.0,Automatic,first,Hybrid/CNG,2
Hyundai,Elantra,100000.0,Manual,second,Diesel,13
Mercedes-Benz,M-Class,61000.0,Automatic,first,Diesel,15
Hyundai,Santro Xing,85200.0,Manual,second,Hybrid/CNG,16
Renault,KWID,71000.0,Manual,first,Petrol,9
Hyundai,Santro Xing,90000.0,Manual,second,Petrol,21
BMW,X5,80000.0,Automatic,second,Diesel,8
Volkswagen,Polo,78000.0,Manual,second,Diesel,11
Ford,Ecosport,81235.0,Manual,second,Diesel,9
Chevrolet,Optra Magnum,56700.0,Automatic,second,Petrol,16
Nissan,Terrano,95000.0,Manual,second,Petrol,9
Skoda,Rapid,57000.0,Automatic,second,Diesel,10
Renault,Kiger,58000.0,Manual,first,hybrid,5
Audi,A3,140000.0,Automatic,second,Diesel,11
Honda,City,55000.0,Automatic,second,Petrol,14
Volkswagen,Passat,127000.0,Automatic,second,Diesel,7
Mahindra,XUV500,100000.0,Manual,second,Diesel,14
Land Rover,Range Rover Sport,71000.0,Automatic,second,Diesel,7
Maruti Suzuki,Wagon-R,71000.0,Manual,second,hybrid,10
Toyota,Innova,,Manual,second,Diesel,10
Honda,Amaze,67000.0,Automatic,second,Petrol,7
Honda,City,98000.0,Automatic,second,Hybrid/CNG,16
Hyundai,i10,63000.0,Manual,second,Petrol,13
Porsche,Cayenne Coupe,9000.0,Automatic,first,Petrol,4
Maruti Suzuki,Eeco,50000.0,Manual,first,hybrid,3
Hyundai,Accent,80000.0,Automatic,first,hybrid,14
Maruti Suzuki,Sx4,101000.0,Automatic,second,hybrid,17
Maruti Suzuki,Wagon-R,101110.0,Automatic,second,Hybrid/CNG,15
Hyundai,i10,74000.0,Manual,second,Petrol,16
Maruti Suzuki,Alto-800,90000.0,Automatic,first,Petrol,9
Maruti Suzuki,Wagon-R,84000.0,Manual,second,Petrol,19
Kia,Sonet,37000.0,Automatic,second,Petrol,6
Maruti Suzuki,Ertiga,14000.0,Manual,first,Hybrid/CNG,4
Hyundai,i10,38278.0,Automatic,first,Petrol,16
Volkswagen,Vento,134000.0,Manual,first,Diesel,15
Land Rover,Freelander 2,99000.0,Automatic,second,Diesel,13
Maruti Suzuki,XL6,53110.0,Automatic,second,Petrol,7
Renault,KWID,65858.0,Manual,second,Petrol,9
Toyota,Innova,220734.0,Manual,second,Diesel,16
Maruti Suzuki,Eeco,41000.0,Manual,first,hybrid,6
BMW,Z4,10000.0,Automatic,first,Petrol,6
Honda,Civic,86000.0,Automatic,second,Petrol,16
Maruti Suzuki,Swift-Dzire,51000.0,Manual,second,Hybrid/CNG,9
Land Rover,Range Rover Sport,85000.0,Automatic,first,Diesel,8
Honda,Accord,110123.0,Automatic,second,Petrol,13
Tata,Nexon,80000.0,Automatic,second,Diesel,8
Maruti Suzuki,Celerio,36000.0,Automatic,first,Petrol,10
Volkswagen,Tiguan,30000.0,Automatic,first,Petrol,4
Mercedes-Benz,GLS,100000.0,Automatic,first,Diesel,6
Maruti Suzuki,Swift-Dzire,60000.0,Manual,first,Diesel,12
Hyundai,Creta,32000.0,Automatic,first,Petrol,8
Hyundai,Creta Facelift,69045.0,Automatic,first,Petrol,6
Maruti Suzuki,Swift,49805.0,Manual,first,Petrol,7
Jeep,Compass,53213.0,Manual,second,Diesel,8
Honda,Amaze,87000.0,Manual,second,Petrol,12
Maruti Suzuki,Ertiga,130000.0,Manual,first,Diesel,8
BMW,3 Series GT,100000.0,Automatic,first,Diesel,9
Maruti Suzuki,Wagon R,45000.0,Manual,second,hybrid,12
Maruti Suzuki,Baleno,90000.0,Manual,second,Diesel,10
Maruti Suzuki,Ertiga,36000.0,Automatic,first,Petrol,7
Mahindra,XUV500,95000.0,Manual,second,Diesel,8
Skoda,Rapid,60000.0,Manual,first,Petrol,15
Hyundai,Grand i10,53000.0,Manual,second,Petrol,8
Tata,Punch ,9100.0,Automatic,first,Petrol,4
Maruti Suzuki,Celerio,40000.0,Automatic,first,Hybrid/CNG,3
MG,Hector,64000.0,Manual,first,Diesel,6
Maruti Suzuki,Celerio-X,63205.0,Automatic,first,Hybrid/CNG,7
Volkswagen,Jetta,58000.0,Automatic,second,Diesel,12
Hyundai,Creta,82000.0,Automatic,second,Diesel,8
Hyundai,i20,86000.0,Manual,second,Diesel,12
Audi,A6,71555.0,Automatic,second,Diesel,9
Maruti Suzuki,Wagon-R,24000.0,Manual,first,Hybrid/CNG,4
Hyundai,i10,99000.0,Manual,second,Petrol,13
Toyota,Innova Crysta,116000.0,Manual,first,Diesel,10
BMW,X1,30000.0,Automatic,first,Petrol,6
Hyundai,Xcent Prime,51000.0,Manual,second,Hybrid/CNG,7
Toyota,Fortuner,6400.0,Automatic,first,Diesel,3
Maruti Suzuki,Swift,93000.0,Manual,second,Petrol,9
Maruti Suzuki,Ciaz,51000.0,Automatic,first,Petrol,9
Maruti Suzuki,Zen-Estilo,69000.0,Manual,second,Petrol,18
Maruti Suzuki,maruti-suzuki-brezza,2000.0,Manual,first,Hybrid/CNG,2
Renault,Duster,98325.0,Manual,second,Diesel,13
Renault,KWID,45011.0,Manual,first,Petrol,6
